1, 10000 ms, 21941 ms, 1, 52 prods, 0
3, 10000 ms, 89215 ms, 18559, 3599 prods, 6874
1, 10000 ms, 17277 ms, 10, 106 prods, 6
1, 10000 ms, 58642 ms, 1, 82 prods, 0
1, 10000 ms, 25577 ms, 28, 250 prods, 26
1, 10000 ms, 32759 ms, 7, 68 prods, 1
1, 10000 ms, 21357 ms, 5, 73 prods, 4
1, 10000 ms, 50831 ms, 23, 169 prods, 22
1, 10000 ms, 24974 ms, 66, 282 prods, 63
1, 10000 ms, 19180 ms, 9, 64 prods, 0
2, 10000 ms, 50451 ms, 721, 971 prods, 584
1, 10000 ms, 28791 ms, 48, 255 prods, 44
1, 10000 ms, 19267 ms, 17, 91 prods, 0
1, 10000 ms, 55878 ms, 20, 154 prods, 0
2, 10000 ms, 47168 ms, 5036, 2227 prods, 11
2, 10000 ms, 42890 ms, 3414, 1888 prods, 3316
2, 10000 ms, 126643 ms, 385, 206 prods, 76
2, 10000 ms, 40243 ms, 723, 279 prods, 690
2, 10000 ms, 35514 ms, 2888, 961 prods, 0
1, 10000 ms, 19130 ms, 9, 100 prods, 6
1, 10000 ms, 41997 ms, 20, 129 prods, 1
2, 10000 ms, 46213 ms, 1755, 952 prods, 189
2, 10000 ms, 87657 ms, 16, 105 prods, 0
3, 10000 ms, 235111 ms, 52, 162 prods, 3
1, 10000 ms, 27155 ms, 1, 60 prods, 0
1, 10000 ms, 18217 ms, 74, 364 prods, 69
3, 10000 ms, 165830 ms, 389, 684 prods, 359
1, 10000 ms, 16523 ms, 5, 60 prods, 0
2, 10000 ms, 60355 ms, 2089, 1613 prods, 1948
1, 10000 ms, 16955 ms, 48, 231 prods, 44
2, 10000 ms, 53444 ms, 143, 100 prods, 0
2, 10001 ms, 32848 ms, 154, 191 prods, 0
2, 10000 ms, 83744 ms, 64, 334 prods, 61
1, 10000 ms, 23933 ms, 30, 258 prods, 0
2, 10000 ms, 65096 ms, 1, 60 prods, 0
1, 10000 ms, 32451 ms, 8, 142 prods, 7
1, 10000 ms, 25272 ms, 19, 105 prods, 2
1, 10000 ms, 42155 ms, 24, 145 prods, 23
1, 10000 ms, 27534 ms, 30, 146 prods, 0
2, 10000 ms, 76260 ms, 68, 334 prods, 54
2, 10000 ms, 169537 ms, 154, 131 prods, 0
1, 10000 ms, 51941 ms, 8, 129 prods, 6
1, 10000 ms, 33012 ms, 28, 177 prods, 25
1, 10000 ms, 23972 ms, 35, 176 prods, 30
1, 10000 ms, 59053 ms, 77, 388 prods, 71
1, 10000 ms, 19965 ms, 50, 178 prods, 28
1, 10000 ms, 24362 ms, 1, 52 prods, 0
1, 10000 ms, 17393 ms, 24, 115 prods, 0
1, 10000 ms, 27080 ms, 1, 56 prods, 0
1, 10000 ms, 31485 ms, 12, 81 prods, 6
2, 10000 ms, 91934 ms, 143, 116 prods, 0
1, 10000 ms, 26212 ms, 24, 117 prods, 6
2, 10000 ms, 66731 ms, 2360, 1002 prods, 2287
1, 10000 ms, 36242 ms, 7, 91 prods, 6
1, 10000 ms, 24571 ms, 54, 298 prods, 46
1, 10000 ms, 21670 ms, 14, 168 prods, 8
1, 10000 ms, 24971 ms, 11, 69 prods, 0
1, 10000 ms, 22717 ms, 28, 135 prods, 0
1, 10000 ms, 21776 ms, 23, 111 prods, 5
1, 10000 ms, 18798 ms, 7, 114 prods, 5
1, 10000 ms, 62445 ms, 1, 84 prods, 0
1, 10001 ms, 32106 ms, 24, 124 prods, 0
1, 10000 ms, 24014 ms, 21, 157 prods, 20
1, 10000 ms, 17719 ms, 19, 106 prods, 18
1, 10000 ms, 27136 ms, 2, 77 prods, 1
2, 10000 ms, 56408 ms, 4020, 2189 prods, 0
2, 10000 ms, 132352 ms, 382, 198 prods, 2
1, 10000 ms, 20989 ms, 29, 136 prods, 8
1, 10000 ms, 17716 ms, 37, 158 prods, 0
2, 10000 ms, 113507 ms, 386, 507 prods, 375
1, 10000 ms, 20872 ms, 7, 129 prods, 1
1, 10000 ms, 30073 ms, 5, 79 prods, 0
1, 10000 ms, 49582 ms, 40, 172 prods, 0
1, 10000 ms, 20500 ms, 23, 160 prods, 22
1, 10000 ms, 17060 ms, 15, 127 prods, 0
2, 10000 ms, 63613 ms, 91, 184 prods, 0
2, 10000 ms, 39217 ms, 124, 99 prods, 1
1, 10000 ms, 25885 ms, 13, 158 prods, 0
2, 10000 ms, 88821 ms, 1973, 1332 prods, 0
1, 10000 ms, 22499 ms, 3, 61 prods, 1
1, 10000 ms, 27246 ms, 7, 64 prods, 1
1, 10000 ms, 39002 ms, 13, 92 prods, 0
1, 10000 ms, 26564 ms, 4, 59 prods, 0
3, 10000 ms, 266357 ms, 5458, 217 prods, 1678
3, 10000 ms, 92516 ms, 11501, 1911 prods, 1
1, 10000 ms, 47838 ms, 2, 83 prods, 0
2, 10000 ms, 96231 ms, 6942, 3442 prods, 0
2, 10000 ms, 44866 ms, 568, 180 prods, 0
1, 10000 ms, 23195 ms, 5, 72 prods, 0
1, 10000 ms, 52619 ms, 32, 207 prods, 30
1, 10000 ms, 29945 ms, 20, 93 prods, 1
1, 10000 ms, 19781 ms, 3, 66 prods, 1
3, 10000 ms, 176675 ms, 55320, 4542 prods, 0
1, 10000 ms, 41307 ms, 16, 117 prods, 0
1, 10000 ms, 46143 ms, 29, 161 prods, 0
1, 10000 ms, 20281 ms, 1, 50 prods, 0
1, 10000 ms, 17826 ms, 5, 59 prods, 4
2, 10000 ms, 39116 ms, 329, 807 prods, 0
2, 10000 ms, 94598 ms, 165, 127 prods, 0
1, 10000 ms, 31975 ms, 13, 137 prods, 0
1, 10000 ms, 19193 ms, 23, 108 prods, 5
1, 10000 ms, 37559 ms, 29, 178 prods, 26
1, 10000 ms, 21799 ms, 9, 133 prods, 0
1, 10000 ms, 27011 ms, 46, 181 prods, 0
1, 10000 ms, 36765 ms, 1, 68 prods, 0
2, 10000 ms, 168097 ms, 122, 142 prods, 3
1, 10000 ms, 25468 ms, 9, 107 prods, 0
1, 10000 ms, 20311 ms, 19, 104 prods, 1
1, 10000 ms, 25039 ms, 34, 145 prods, 0
1, 10000 ms, 25281 ms, 11, 77 prods, 0
1, 10000 ms, 43904 ms, 22, 146 prods, 1
2, 10000 ms, 52743 ms, 2556, 1565 prods, 2396
1, 10000 ms, 20590 ms, 1, 50 prods, 0
2, 10000 ms, 141272 ms, 512, 236 prods, 259
1, 10000 ms, 22619 ms, 17, 153 prods, 0
1, 10000 ms, 35876 ms, 1, 68 prods, 0
3, 10000 ms, 185326 ms, 22125, 4350 prods, 6944
1, 10000 ms, 18809 ms, 46, 231 prods, 43
3, 10000 ms, 210690 ms, 22236, 6350 prods, 0
3, 10000 ms, 106577 ms, 41643, 3181 prods, 0
1, 10000 ms, 25631 ms, 7, 144 prods, 1
1, 10000 ms, 17965 ms, 26, 179 prods, 23
1, 10000 ms, 22561 ms, 7, 58 prods, 0
1, 10000 ms, 59024 ms, 18, 304 prods, 17
3, 10000 ms, 142434 ms, 96, 169 prods, 3
1, 10000 ms, 24535 ms, 1, 54 prods, 0
1, 10000 ms, 38956 ms, 55, 390 prods, 45
3, 10000 ms, 93991 ms, 16162, 2074 prods, 0
2, 10000 ms, 45018 ms, 3232, 1690 prods, 3118
2, 10000 ms, 98764 ms, 1, 72 prods, 0
2, 10000 ms, 81636 ms, 1969, 1116 prods, 0
1, 10000 ms, 20203 ms, 5, 66 prods, 0
1, 10000 ms, 32685 ms, 33, 158 prods, 4
2, 10000 ms, 47833 ms, 22, 77 prods, 0
1, 10000 ms, 41157 ms, 3, 107 prods, 2
1, 10000 ms, 29918 ms, 3, 75 prods, 0
1, 10000 ms, 20064 ms, 69, 329 prods, 63
1, 10000 ms, 39132 ms, 47, 233 prods, 44
1, 10000 ms, 44115 ms, 33, 172 prods, 1
1, 10001 ms, 59455 ms, 12, 103 prods, 5
1, 10000 ms, 16724 ms, 51, 176 prods, 30
1, 10000 ms, 42487 ms, 25, 156 prods, 0
2, 10000 ms, 88613 ms, 320, 325 prods, 32
1, 10000 ms, 16937 ms, 1, 42 prods, 0
1, 10000 ms, 32502 ms, 3, 112 prods, 1
1, 10000 ms, 25433 ms, 17, 164 prods, 16
1, 10000 ms, 32432 ms, 6, 160 prods, 0
1, 10000 ms, 21225 ms, 26, 236 prods, 16
1, 10000 ms, 38859 ms, 1, 68 prods, 0
2, 10000 ms, 89105 ms, 2038, 1271 prods, 232
1, 10000 ms, 37904 ms, 23, 125 prods, 1
2, 10000 ms, 152992 ms, 73, 449 prods, 65
2, 10000 ms, 154084 ms, 48, 135 prods, 2
1, 10000 ms, 61087 ms, 76, 491 prods, 65
1, 10000 ms, 56357 ms, 32, 180 prods, 0
1, 10000 ms, 20858 ms, 27, 127 prods, 8
1, 10000 ms, 24316 ms, 28, 253 prods, 23
1, 10000 ms, 25617 ms, 70, 332 prods, 62
1, 10000 ms, 44030 ms, 50, 206 prods, 0
1, 10001 ms, 26788 ms, 32, 154 prods, 12
1, 10000 ms, 50293 ms, 36, 195 prods, 3
1, 10000 ms, 16596 ms, 33, 138 prods, 0
1, 10000 ms, 22085 ms, 1, 48 prods, 0
1, 10000 ms, 23117 ms, 32, 157 prods, 0
1, 10000 ms, 39837 ms, 61, 435 prods, 51
1, 10000 ms, 17203 ms, 2, 77 prods, 0
1, 10000 ms, 35683 ms, 6, 93 prods, 5
1, 10000 ms, 34052 ms, 7, 166 prods, 0
2, 10000 ms, 38219 ms, 1517, 855 prods, 0
2, 10000 ms, 155365 ms, 39, 194 prods, 24
1, 10000 ms, 24319 ms, 55, 336 prods, 46
2, 10000 ms, 45535 ms, 706, 246 prods, 625
1, 10000 ms, 40919 ms, 12, 196 prods, 1
1, 10000 ms, 17605 ms, 10, 106 prods, 6
1, 10000 ms, 32448 ms, 23, 138 prods, 0
2, 10000 ms, 130208 ms, 505, 262 prods, 29
1, 10000 ms, 20128 ms, 2, 65 prods, 0
2, 10000 ms, 67055 ms, 215, 593 prods, 0
1, 10000 ms, 42666 ms, 15, 105 prods, 0
2, 10000 ms, 44723 ms, 2017, 1993 prods, 133
2, 10000 ms, 89359 ms, 231, 181 prods, 190
1, 10000 ms, 42540 ms, 46, 230 prods, 44
1, 10000 ms, 35687 ms, 23, 127 prods, 0
2, 10000 ms, 160573 ms, 4, 98 prods, 3
2, 10000 ms, 142398 ms, 174, 169 prods, 0
2, 10000 ms, 113111 ms, 405, 266 prods, 14
1, 10000 ms, 19886 ms, 23, 105 prods, 0
1, 10000 ms, 18256 ms, 10, 82 prods, 0
1, 10002 ms, 26712 ms, 14, 136 prods, 0
1, 10000 ms, 23510 ms, 24, 138 prods, 23
1, 10000 ms, 63714 ms, 23, 143 prods, 0
1, 10000 ms, 29135 ms, 13, 151 prods, 8
1, 10000 ms, 46462 ms, 8, 120 prods, 0
2, 10000 ms, 128106 ms, 1295, 1832 prods, 1156
1, 10000 ms, 37911 ms, 16, 128 prods, 14
1, 10000 ms, 17448 ms, 4, 65 prods, 2
2, 10000 ms, 53760 ms, 1818, 973 prods, 0
1, 10000 ms, 29517 ms, 11, 86 prods, 1
2, 10000 ms, 82892 ms, 2420, 1417 prods, 0
2, 10000 ms, 93242 ms, 5780, 1844 prods, 0
1, 10000 ms, 34012 ms, 2, 69 prods, 1
1, 10000 ms, 56962 ms, 16, 177 prods, 0
2, 10000 ms, 40080 ms, 1512, 855 prods, 0
2, 10000 ms, 44893 ms, 529, 189 prods, 0
1, 10000 ms, 24315 ms, 28, 132 prods, 0
1, 10000 ms, 40306 ms, 26, 253 prods, 14
1, 10000 ms, 20403 ms, 31, 223 prods, 25
1, 10000 ms, 16875 ms, 30, 130 prods, 2
2, 10000 ms, 111162 ms, 360, 479 prods, 0
2, 10000 ms, 150729 ms, 1615, 2868 prods, 2
1, 10000 ms, 24276 ms, 17, 122 prods, 16
1, 10000 ms, 17651 ms, 20, 100 prods, 2
1, 10000 ms, 28394 ms, 25, 119 prods, 2
2, 10000 ms, 139797 ms, 1, 80 prods, 0
1, 10008 ms, 46062 ms, 13, 99 prods, 0
2, 10000 ms, 56099 ms, 3461, 1312 prods, 3392
1, 10000 ms, 60074 ms, 1, 84 prods, 0
2, 10001 ms, 48964 ms, 143, 105 prods, 0
1, 10000 ms, 16799 ms, 4, 91 prods, 1
1, 10000 ms, 22610 ms, 61, 322 prods, 4
1, 10000 ms, 36888 ms, 3, 80 prods, 1
2, 10000 ms, 46347 ms, 3478, 1888 prods, 0
1, 10000 ms, 59725 ms, 5, 168 prods, 1
2, 10000 ms, 78589 ms, 1304, 1475 prods, 47
1, 10000 ms, 24430 ms, 45, 205 prods, 44
1, 10000 ms, 23498 ms, 27, 190 prods, 24
1, 10000 ms, 36411 ms, 5, 85 prods, 0
1, 10000 ms, 28465 ms, 55, 333 prods, 54
2, 10000 ms, 35237 ms, 965, 956 prods, 929
1, 10000 ms, 51074 ms, 11, 97 prods, 0
1, 10000 ms, 54085 ms, 5, 96 prods, 0
1, 10000 ms, 27667 ms, 22, 137 prods, 21
3, 10000 ms, 216333 ms, 11913, 358 prods, 0
1, 10000 ms, 57280 ms, 13, 102 prods, 0
2, 10000 ms, 43538 ms, 3837, 1528 prods, 903
1, 10000 ms, 55460 ms, 1, 80 prods, 0
1, 10000 ms, 19592 ms, 54, 283 prods, 0
1, 10000 ms, 29041 ms, 74, 371 prods, 72
1, 10000 ms, 34318 ms, 7, 79 prods, 0
1, 10000 ms, 19273 ms, 46, 210 prods, 43
2, 10000 ms, 41721 ms, 261, 338 prods, 0
1, 10000 ms, 26198 ms, 11, 77 prods, 0
1, 10000 ms, 23747 ms, 11, 75 prods, 0
1, 10001 ms, 23125 ms, 11, 75 prods, 0
2, 10000 ms, 57943 ms, 3086, 1662 prods, 1643
1, 10000 ms, 23229 ms, 25, 113 prods, 0
1, 10000 ms, 16912 ms, 11, 64 prods, 0
3, 10000 ms, 293803 ms, 5083, 2257 prods, 15
1, 10000 ms, 27564 ms, 7, 66 prods, 6
1, 10000 ms, 27872 ms, 36, 151 prods, 1
2, 10000 ms, 146909 ms, 1674, 1063 prods, 147
2, 10000 ms, 113366 ms, 1, 70 prods, 0
2, 10000 ms, 75559 ms, 497, 331 prods, 454
3, 10000 ms, 150278 ms, 11020, 338 prods, 38
1, 10000 ms, 35946 ms, 29, 157 prods, 0
1, 10000 ms, 39775 ms, 7, 189 prods, 4
2, 10000 ms, 46879 ms, 1, 48 prods, 0
2, 10000 ms, 128935 ms, 2376, 1604 prods, 0
1, 10000 ms, 17879 ms, 32, 219 prods, 26
1, 10000 ms, 18657 ms, 32, 146 prods, 1
3, 10001 ms, 699997 ms, 61437, 22137 prods, 59314
2, 10000 ms, 44975 ms, 1668, 335 prods, 2
2, 10000 ms, 121142 ms, 361, 180 prods, 0
1, 10000 ms, 18600 ms, 22, 99 prods, 0
2, 10001 ms, 81282 ms, 29, 148 prods, 26
2, 10000 ms, 152250 ms, 896, 1576 prods, 0
1, 10000 ms, 34515 ms, 46, 275 prods, 41
1, 10000 ms, 31714 ms, 35, 176 prods, 33
1, 10000 ms, 24718 ms, 24, 118 prods, 0
1, 10000 ms, 25110 ms, 18, 104 prods, 2
2, 10000 ms, 52254 ms, 99, 134 prods, 0
1, 10000 ms, 17932 ms, 25, 135 prods, 22
1, 10000 ms, 24664 ms, 12, 76 prods, 1
2, 10000 ms, 38102 ms, 931, 569 prods, 0
3, 10000 ms, 155004 ms, 40993, 7437 prods, 0
1, 10000 ms, 17326 ms, 5, 110 prods, 4
1, 10000 ms, 38414 ms, 74, 414 prods, 5
1, 10000 ms, 16968 ms, 9, 69 prods, 8
3, 10000 ms, 150413 ms, 9613, 537 prods, 0
1, 10000 ms, 35414 ms, 34, 333 prods, 22
2, 10000 ms, 50770 ms, 1462, 1236 prods, 908
2, 10000 ms, 48158 ms, 970, 279 prods, 893
1, 10000 ms, 18453 ms, 1, 42 prods, 0
1, 10000 ms, 21279 ms, 7, 142 prods, 2
2, 10000 ms, 44297 ms, 3992, 1730 prods, 124
2, 10000 ms, 154792 ms, 1, 80 prods, 0
1, 10000 ms, 38168 ms, 8, 137 prods, 0
2, 10000 ms, 37958 ms, 5116, 1618 prods, 3053
1, 10000 ms, 27246 ms, 12, 79 prods, 0
3, 10000 ms, 257740 ms, 6299, 5005 prods, 104
3, 10000 ms, 220109 ms, 1, 72 prods, 0
2, 10000 ms, 38576 ms, 324, 140 prods, 0
1, 10000 ms, 20142 ms, 7, 80 prods, 0
1, 10000 ms, 23943 ms, 49, 287 prods, 42
1, 10000 ms, 48616 ms, 44, 220 prods, 43
1, 10000 ms, 46367 ms, 17, 119 prods, 0
2, 10000 ms, 139326 ms, 335, 328 prods, 334
1, 10000 ms, 21263 ms, 32, 140 prods, 23
2, 10000 ms, 130645 ms, 6, 111 prods, 5
1, 10000 ms, 23139 ms, 12, 98 prods, 10
2, 10000 ms, 107115 ms, 860, 374 prods, 698
1, 10000 ms, 27034 ms, 17, 171 prods, 0
1, 10000 ms, 23133 ms, 29, 294 prods, 17
1, 10000 ms, 38639 ms, 6, 95 prods, 0
1, 10000 ms, 45492 ms, 7, 98 prods, 5
1, 10000 ms, 23728 ms, 20, 134 prods, 19
1, 10013 ms, 18876 ms, 8, 88 prods, 0
1, 10000 ms, 16989 ms, 9, 59 prods, 0
1, 10000 ms, 25130 ms, 18, 107 prods, 2
1, 10000 ms, 17987 ms, 32, 207 prods, 25
1, 10000 ms, 31627 ms, 22, 135 prods, 0
1, 10000 ms, 23148 ms, 23, 133 prods, 0
2, 10000 ms, 81694 ms, 235, 640 prods, 139
2, 10000 ms, 50772 ms, 234, 112 prods, 0
2, 10000 ms, 163949 ms, 527, 285 prods, 0
1, 10000 ms, 18790 ms, 17, 91 prods, 0
1, 10000 ms, 29282 ms, 1, 62 prods, 0
1, 10000 ms, 54399 ms, 2, 100 prods, 0
1, 10000 ms, 56751 ms, 9, 131 prods, 6
1, 10000 ms, 16996 ms, 19, 93 prods, 2
2, 10000 ms, 86681 ms, 1384, 762 prods, 19
1, 10000 ms, 19540 ms, 19, 108 prods, 18
1, 10000 ms, 26301 ms, 18, 155 prods, 0
1, 10000 ms, 21955 ms, 18, 174 prods, 0
3, 10000 ms, 92695 ms, 7602, 2672 prods, 0
1, 10000 ms, 18970 ms, 11, 70 prods, 0
1, 10000 ms, 20497 ms, 35, 161 prods, 0
1, 10000 ms, 20210 ms, 13, 69 prods, 0
2, 10000 ms, 76948 ms, 260, 171 prods, 0
1, 10000 ms, 32358 ms, 24, 147 prods, 7
1, 10000 ms, 16979 ms, 3, 67 prods, 2
3, 10000 ms, 78110 ms, 15675, 2276 prods, 12596
1, 10000 ms, 19128 ms, 29, 129 prods, 0
2, 10000 ms, 75068 ms, 325, 373 prods, 60
2, 10000 ms, 36749 ms, 332, 807 prods, 0
2, 10000 ms, 121312 ms, 4, 94 prods, 3
1, 10000 ms, 21666 ms, 16, 184 prods, 0
2, 10000 ms, 75061 ms, 1, 60 prods, 0
1, 10000 ms, 43085 ms, 36, 261 prods, 31
1, 10000 ms, 38533 ms, 44, 193 prods, 22
1, 10000 ms, 20205 ms, 71, 329 prods, 65
1, 10000 ms, 40930 ms, 5, 85 prods, 0
1, 10000 ms, 19892 ms, 1, 48 prods, 0
1, 10000 ms, 27605 ms, 1, 60 prods, 0
1, 10000 ms, 56683 ms, 6, 111 prods, 0
1, 10000 ms, 28276 ms, 9, 154 prods, 2
2, 10000 ms, 44492 ms, 143, 127 prods, 0
1, 10000 ms, 32000 ms, 21, 113 prods, 0
1, 10000 ms, 58584 ms, 45, 236 prods, 3
1, 10000 ms, 32377 ms, 1, 64 prods, 0
1, 10001 ms, 38787 ms, 19, 218 prods, 18
3, 10001 ms, 582377 ms, 69941, 17851 prods, 12
1, 10000 ms, 17375 ms, 27, 123 prods, 8
1, 10000 ms, 24138 ms, 7, 60 prods, 0
1, 10000 ms, 18543 ms, 45, 231 prods, 35
1, 10000 ms, 27522 ms, 5, 77 prods, 0
1, 10000 ms, 19096 ms, 12, 69 prods, 1
2, 10000 ms, 158402 ms, 657, 590 prods, 427
1, 10000 ms, 25587 ms, 10, 128 prods, 7
3, 10000 ms, 92075 ms, 1234, 118 prods, 0
1, 10000 ms, 23199 ms, 1, 52 prods, 0
1, 10000 ms, 26096 ms, 55, 287 prods, 52
1, 10000 ms, 26436 ms, 5, 71 prods, 0
3, 10000 ms, 78154 ms, 11082, 2387 prods, 55
1, 10000 ms, 46473 ms, 11, 95 prods, 0
1, 10000 ms, 32208 ms, 10, 95 prods, 0
3, 10000 ms, 240862 ms, 10419, 3438 prods, 9583
2, 10000 ms, 37246 ms, 1309, 767 prods, 0
3, 10000 ms, 210555 ms, 10386, 2999 prods, 10201
1, 10000 ms, 16840 ms, 1, 42 prods, 0
1, 10000 ms, 24562 ms, 2, 72 prods, 0
1, 10045 ms, 42963 ms, 13, 148 prods, 0
1, 10000 ms, 37736 ms, 71, 377 prods, 65
1, 10000 ms, 40159 ms, 65, 307 prods, 61
2, 10000 ms, 88010 ms, 320, 322 prods, 32
1, 10000 ms, 19144 ms, 32, 147 prods, 0
1, 10000 ms, 16744 ms, 24, 123 prods, 22
1, 10000 ms, 19069 ms, 25, 249 prods, 15
1, 10000 ms, 39510 ms, 57, 363 prods, 52
2, 10000 ms, 72581 ms, 2042, 1176 prods, 214
2, 10000 ms, 90325 ms, 320, 322 prods, 32
1, 10000 ms, 18888 ms, 52, 267 prods, 46
1, 10000 ms, 44448 ms, 19, 129 prods, 1
2, 10000 ms, 39610 ms, 1800, 1962 prods, 910
1, 10000 ms, 16883 ms, 29, 128 prods, 8
1, 10000 ms, 26015 ms, 45, 180 prods, 27
2, 10000 ms, 52575 ms, 4431, 1610 prods, 1085
1, 10000 ms, 35271 ms, 14, 94 prods, 7
1, 10000 ms, 22876 ms, 12, 76 prods, 0
1, 10000 ms, 21466 ms, 27, 131 prods, 0
1, 10000 ms, 50874 ms, 14, 103 prods, 0
1, 10000 ms, 17876 ms, 2, 57 prods, 0
1, 10000 ms, 37851 ms, 1, 68 prods, 0
1, 10000 ms, 50158 ms, 13, 103 prods, 0
1, 10000 ms, 23319 ms, 13, 72 prods, 0
3, 10000 ms, 167095 ms, 285, 201 prods, 11
1, 10000 ms, 59305 ms, 6, 166 prods, 2
2, 10000 ms, 87665 ms, 319, 325 prods, 32
1, 10000 ms, 35785 ms, 42, 187 prods, 22
1, 10000 ms, 27669 ms, 94, 422 prods, 85
1, 10000 ms, 53684 ms, 26, 147 prods, 7
2, 10000 ms, 136254 ms, 529, 231 prods, 0
1, 10000 ms, 23701 ms, 5, 74 prods, 0
2, 10000 ms, 137700 ms, 1, 80 prods, 0
1, 10000 ms, 24809 ms, 49, 303 prods, 0
1, 10000 ms, 40700 ms, 10, 122 prods, 8
2, 10000 ms, 35654 ms, 303, 858 prods, 234
1, 10000 ms, 52004 ms, 12, 136 prods, 8
3, 10000 ms, 246296 ms, 1259, 169 prods, 13
1, 10000 ms, 42644 ms, 31, 214 prods, 26
2, 10000 ms, 44113 ms, 3344, 1317 prods, 689
1, 10000 ms, 48284 ms, 17, 119 prods, 0
1, 10001 ms, 53064 ms, 17, 123 prods, 0
2, 10000 ms, 87888 ms, 361, 188 prods, 72
2, 10000 ms, 181012 ms, 11507, 2896 prods, 9767
1, 10000 ms, 35211 ms, 8, 175 prods, 1
1, 10000 ms, 30605 ms, 37, 156 prods, 20
1, 10000 ms, 61340 ms, 33, 330 prods, 21
1, 10000 ms, 24044 ms, 21, 157 prods, 20
1, 10000 ms, 41328 ms, 7, 76 prods, 0
2, 10000 ms, 61627 ms, 1, 60 prods, 0
1, 10000 ms, 36556 ms, 24, 159 prods, 23
2, 10001 ms, 55013 ms, 125, 208 prods, 0
1, 10000 ms, 19039 ms, 13, 70 prods, 0
3, 10000 ms, 86139 ms, 11242, 378 prods, 11222
2, 10000 ms, 76298 ms, 4697, 1799 prods, 0
1, 10000 ms, 47355 ms, 1, 72 prods, 0
2, 10000 ms, 86018 ms, 1, 64 prods, 0
2, 10000 ms, 65594 ms, 2405, 1333 prods, 0
2, 10001 ms, 70722 ms, 1458, 1340 prods, 294
1, 10000 ms, 28569 ms, 29, 145 prods, 9
1, 10000 ms, 18449 ms, 33, 142 prods, 0
1, 10000 ms, 22110 ms, 19, 105 prods, 0
1, 10000 ms, 25457 ms, 5, 72 prods, 0
1, 10000 ms, 20295 ms, 37, 146 prods, 20
1, 10000 ms, 17130 ms, 8, 102 prods, 7
2, 10000 ms, 121571 ms, 6503, 4233 prods, 3758
1, 10000 ms, 53568 ms, 14, 226 prods, 1
1, 10000 ms, 47078 ms, 1, 76 prods, 0
2, 10000 ms, 39985 ms, 723, 279 prods, 690
2, 10000 ms, 157184 ms, 1152, 494 prods, 886
1, 10000 ms, 24738 ms, 25, 157 prods, 22
1, 10000 ms, 29098 ms, 5, 75 prods, 4
1, 10000 ms, 18967 ms, 35, 134 prods, 19
3, 10000 ms, 207106 ms, 819, 988 prods, 0
2, 10000 ms, 55536 ms, 158, 142 prods, 0
1, 10000 ms, 57802 ms, 3, 95 prods, 2
1, 10000 ms, 40716 ms, 1, 72 prods, 0
1, 10000 ms, 62557 ms, 4, 98 prods, 0
2, 10000 ms, 47706 ms, 2510, 1363 prods, 0
